"id","event_name","parent_campaign","layer","default_visible","start_year","end_year","place_name","country_today","lat","lon","coord_source","coord_precision","geometry_type","site_role","perpetrator","succession_type","perpetrator_today","target_group","category","deaths_low","deaths_high","toll_basis","affected_low","affected_high","affected_measure","toll_note","evidence_tier","status","documentation_completeness","completeness_note","key_source","verification_status","verified_note","notes"
"EV0377","Sexual violence in eastern Congo","Congo wars","core","TRUE","1996","2026","South and North Kivu; Panzi Hospital catchment","DR Congo","","","","","region","victim_site","Multiple armed groups and army units","","","Women and girls","mass sexual violence","","","not_quantified","","","","","1","confirmed","not_assessed","","UN Mapping Report 2010; ICC Ntaganda judgment 2019","unverified","","Panzi Hospital clinical records are a major data source"
"EV0378","Yazidi sexual enslavement and slave markets","Islamic State atrocities","core","TRUE","2014","2017","Mosul; Raqqa; Tal Afar","Iraq / Syria","","","","","multi_point","victim_site","Islamic State","","","Yazidi women and girls","mass sexual violence","","","not_quantified","","","","","1","confirmed","not_assessed","","UNITAD; German Federal Court of Justice conviction 2021","unverified","","IS documented its own slave sales in internal paperwork"
"EV0379","Sexual violence in the Rohingya clearances","Persecution of the Rohingya","core","TRUE","2016","2017","Northern Rakhine State","Myanmar","","","","","region","victim_site","Tatmadaw","","","Rohingya women","mass sexual violence","","","not_quantified","","","","","1","ongoing_adjudication","not_assessed","","UN Fact-Finding Mission 2018","unverified","",""
"EV0380","Sexual violence in Darfur","Sudanese state violence","core","TRUE","2003","2010","West and North Darfur","Sudan","","","","","region","victim_site","Janjaweed and Sudanese forces","","","Fur, Masalit and Zaghawa women","mass sexual violence","","","not_quantified","","","","","1","ongoing_adjudication","not_assessed","","UN Commission of Inquiry 2005; ICC charges","unverified","",""
"EV0381","Sexual violence in the Tigray war","Ethiopian internal conflict","core","TRUE","2020","2022","Tigray; Mekelle and rural districts","Ethiopia","","","","","region","victim_site","Ethiopian and Eritrean forces, Amhara militia","","","Tigrayan women","mass sexual violence","","","not_quantified","","","","","1","ongoing_adjudication","not_assessed","","ICHREE report 2022; Amnesty 2021","unverified","",""
"EV0382","Sepur Zarco sexual slavery","Guatemalan civil war","core","TRUE","1982","1988","Sepur Zarco, Izabal","Guatemala","15.5833","-89.4167","unverified_ai","approximate","point","victim_site","Guatemalan army","","","Q'eqchi' Maya women","mass sexual violence","","","not_quantified","","","","","1","confirmed","not_assessed","","Guatemalan High Risk Tribunal judgment 2016","unverified","","First domestic conviction anywhere for wartime sexual slavery"
"EV0383","Sexual violence in the Peruvian conflict","Peruvian internal conflict","core","TRUE","1980","2000","Manta and Vilca, Huancavelica","Peru","","","","","multi_point","victim_site","Peruvian armed forces and Shining Path","","","Quechua women","mass sexual violence","","","not_quantified","","","","","1","confirmed","not_assessed","","CVR final report 2003; Manta y Vilca prosecutions","unverified","",""
"EV0384","Guinea stadium massacre and mass rape","Guinean military rule","core","TRUE","2009","2009","Conakry stadium","Guinea","9.5092","-13.7122","unverified_ai","site","point","victim_site","Guinean security forces","","","Opposition demonstrators and women","mass sexual violence","157","","documented_estimate","","","","","1","confirmed","not_assessed","","Guinean court convictions 2024; UN Commission of Inquiry 2009","unverified","","Moussa Dadis Camara convicted in 2024"
"EV0385","Mass rape during the Soviet advance","Second World War","register","FALSE","1944","1945","Eastern Germany; Hungary; Austria","Multiple","","","","","unmapped","victim_site","Red Army personnel","","","German, Hungarian and other women","mass sexual violence","","","not_quantified","","","","","2","contested","not_assessed","","Naimark; Beevor; Berlin hospital records","unverified","","Scale estimates are contested and politically charged"
"EV0386","Sexual violence in the Sierra Leone civil war","Sierra Leone civil war","core","TRUE","1991","2002","Freetown; Kono","Sierra Leone","","","","","region","victim_site","RUF and AFRC forces","","","Women and girls","mass sexual violence","","","not_quantified","","","","","1","confirmed","not_assessed","","Special Court for Sierra Leone AFRC and RUF judgments","unverified","","Established forced marriage as a crime against humanity"
"EV0387","East Africa embassy bombings","Al-Qaeda","core","TRUE","1998","1998","Nairobi; Dar es Salaam","Kenya / Tanzania","","","","","multi_point","victim_site","Al-Qaeda","","","Embassy staff and passers-by","terrorist attack","224","","documented_estimate","","","","","1","confirmed","not_assessed","","US federal convictions 2001","unverified","","Almost all victims were Kenyan and Tanzanian civilians"
"EV0388","Al-Askari shrine bombing and the sectarian war","Al-Qaeda in Iraq","core","TRUE","2006","2007","Samarra; Baghdad; Sadr City","Iraq","","","","","multi_point","victim_site","Al-Qaeda in Iraq and Shia militias","","","Iraqi civilians by sect","terrorist attack","","","not_quantified","","","","","2","confirmed","not_assessed","","Iraq Body Count; UNAMI human rights reports","unverified","","Triggered the deadliest phase of the Iraqi civil conflict"
"EV0389","Yazidi community bombings","Al-Qaeda in Iraq","core","TRUE","2007","2007","Qahtaniya and Jazeera, Sinjar district","Iraq","","","","","multi_point","victim_site","Al-Qaeda in Iraq","","","Yazidis","terrorist attack","500","796","documented_estimate","","","","","2","confirmed","not_assessed","","Iraqi government and UN reports","unverified","","Deadliest coordinated bombing of the Iraq war"
"EV0390","Peshawar Army Public School attack","Tehrik-i-Taliban Pakistan","core","TRUE","2014","2014","Peshawar","Pakistan","34.01","71.54","unverified_ai","settlement","point","victim_site","Tehrik-i-Taliban Pakistan","","","Schoolchildren and staff","terrorist attack","149","","documented_estimate","","","","","1","confirmed","not_assessed","","Pakistani judicial proceedings","unverified","","132 of the dead were children"
"EV0391","Baga massacre","Boko Haram","core","TRUE","2015","2015","Baga and Doron Baga, Borno State","Nigeria","13.0833","13.75","unverified_ai","settlement","point","victim_site","Boko Haram","","","Town residents","terrorist attack","150","2000","documented_estimate","","","","","2","contested","not_assessed","","Amnesty satellite imagery analysis 2015","unverified","","Toll disputed between Nigerian government and rights groups"
"EV0392","Beheadings of Coptic Christians in Libya","Islamic State atrocities","core","TRUE","2015","2015","Sirte coast","Libya","31.2089","16.5887","unverified_ai","approximate","point","victim_site","Islamic State in Libya","","","Egyptian Coptic labourers","terrorist attack","21","","documented_estimate","","","","","1","confirmed","not_assessed","","Egyptian government identification; Libyan investigations","unverified","","Remains recovered and repatriated in 2018"
"EV0393","Palmyra executions","Islamic State atrocities","core","TRUE","2015","2016","Palmyra","Syria","34.55","38.2667","unverified_ai","settlement","point","victim_site","Islamic State","","","Syrian soldiers and civilians","terrorist attack","","","not_quantified","","","","","2","confirmed","not_assessed","","Syrian government; UN reports","unverified","","Included the killing of archaeologist Khaled al-Asaad"
"EV0394","Islamic State hostage executions","Islamic State atrocities","core","TRUE","2014","2015","Raqqa and surrounding areas","Syria","35.95","39.0167","unverified_ai","settlement","point","victim_site","Islamic State","","","Foreign journalists and aid workers","terrorist attack","","","not_quantified","","","","","1","confirmed","not_assessed","","US and UK prosecutions of the 'Beatles' cell 2022","unverified","","Executions filmed and distributed as propaganda"
"EV0395","Sinai Rawda mosque attack","Islamic State in Sinai","core","TRUE","2017","2017","Bir al-Abed, North Sinai","Egypt","31.0167","33.0","unverified_ai","settlement","point","victim_site","Islamic State Sinai Province","","","Sufi worshippers","terrorist attack","311","","documented_estimate","","","","","2","confirmed","not_assessed","","Egyptian government reports","unverified","","Deadliest terrorist attack in Egyptian history"
"EV0396","Mogadishu truck bombing","Al-Shabaab","core","TRUE","2017","2017","Zoobe junction, Mogadishu","Somalia","2.0469","45.3182","unverified_ai","site","point","victim_site","Al-Shabaab","","","City residents","terrorist attack","587","","documented_estimate","","","","","2","confirmed","not_assessed","","Somali government; Aamin Ambulance records","unverified","","One of the deadliest single bombings anywhere"
"EV0397","Sri Lanka Easter bombings","Islamic State-linked","core","TRUE","2019","2019","Colombo; Negombo; Batticaloa churches and hotels","Sri Lanka","","","","","multi_point","victim_site","National Thowheeth Jama'ath","","","Christian worshippers and hotel guests","terrorist attack","269","","documented_estimate","","","","","1","confirmed","not_assessed","","Sri Lankan Presidential Commission of Inquiry 2021","unverified","",""
"EV0398","Brussels bombings","Islamic State","core","TRUE","2016","2016","Zaventem airport; Maalbeek metro","Belgium","","","","","multi_point","victim_site","Islamic State cell","","","Travellers and commuters","terrorist attack","32","","documented_estimate","","","","","1","confirmed","not_assessed","","Brussels Assize Court judgment 2023","unverified","",""
"EV0399","Istanbul attacks","Islamic State in Turkey","core","TRUE","2016","2017","Ataturk airport; Reina nightclub","Turkey","","","","","multi_point","victim_site","Islamic State","","","Travellers and nightclub patrons","terrorist attack","84","","documented_estimate","","","","","2","confirmed","not_assessed","","Turkish investigations and prosecutions","unverified","",""
"EV0400","Kabul Hazara-targeted attacks","Anti-Hazara violence in Afghanistan","core","TRUE","2016","2022","Sayed al-Shuhada school; Dasht-e-Barchi maternity ward; Kaaj centre","Afghanistan","","","","","multi_point","victim_site","Islamic State Khorasan and unclaimed perpetrators","","","Hazara students, mothers and newborns","terrorist attack","","","not_quantified","","","","","2","confirmed","not_assessed","","UNAMA reports; HRW","unverified","","Maternity ward attack killed mothers and newborn infants"
